PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Deck,CabinKnown,FamilySize,IsAlone,TicketGroupSize,FarePerPerson
677,0,3,male,24.5,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
678,1,3,female,18.0,0,0,9.8417,S,Miss,Unknown,0,1,1,1,9.8417
679,0,3,female,43.0,1,6,46.9,S,Mrs,Unknown,0,8,0,6,7.816666666666666
681,0,3,female,18.0,0,0,8.1375,Q,Miss,Unknown,0,1,1,1,8.1375
682,1,1,male,27.0,0,0,76.7292,C,Mr,D,1,1,1,3,25.576400000000003
683,0,3,male,20.0,0,0,9.225,S,Mr,Unknown,0,1,1,1,9.225
684,0,3,male,14.0,5,2,46.9,S,Mr,Unknown,0,8,0,6,7.816666666666666
685,0,2,male,60.0,1,1,39.0,S,Mr,Unknown,0,3,0,2,19.5
686,0,2,male,25.0,1,2,41.5792,C,Mr,Unknown,0,4,0,3,13.859733333333333
687,0,3,male,14.0,4,1,39.6875,S,Mr,Unknown,0,6,0,6,6.614583333333333
688,0,3,male,19.0,0,0,10.1708,S,Mr,Unknown,0,1,1,1,10.1708
689,0,3,male,18.0,0,0,7.7958,S,Mr,Unknown,0,1,1,1,7.7958
691,1,1,male,31.0,1,0,57.0,S,Mr,B,1,2,0,2,28.5
692,1,3,female,4.0,0,1,13.4167,C,Miss,Unknown,0,2,0,1,13.4167
693,1,3,male,26.0,0,0,56.4958,S,Mr,Unknown,0,1,1,7,8.070828571428573
694,0,3,male,25.0,0,0,7.225,C,Mr,Unknown,0,1,1,1,7.225
695,0,1,male,60.0,0,0,26.55,S,Rare,Unknown,0,1,1,1,26.55
696,0,2,male,52.0,0,0,13.5,S,Mr,Unknown,0,1,1,1,13.5
697,0,3,male,44.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
698,1,3,female,18.0,0,0,7.7333,Q,Miss,Unknown,0,1,1,1,7.7333
700,0,3,male,42.0,0,0,7.65,S,Mr,F,1,1,1,1,7.65
702,1,1,male,35.0,0,0,26.2875,S,Mr,E,1,1,1,1,26.2875
703,0,3,female,18.0,0,1,14.4542,C,Miss,Unknown,0,2,0,2,7.2271
704,0,3,male,25.0,0,0,7.7417,Q,Mr,Unknown,0,1,1,1,7.7417
705,0,3,male,26.0,1,0,7.8542,S,Mr,Unknown,0,2,0,1,7.8542
706,0,2,male,39.0,0,0,26.0,S,Mr,Unknown,0,1,1,2,13.0
707,1,2,female,45.0,0,0,13.5,S,Mrs,Unknown,0,1,1,1,13.5
708,1,1,male,42.0,0,0,26.2875,S,Mr,E,1,1,1,1,26.2875
710,1,3,male,4.0,1,1,15.2458,C,Master,Unknown,0,3,0,2,7.6229
711,1,1,female,24.0,0,0,49.5042,C,Miss,C,1,1,1,1,49.5042
712,0,1,male,40.0,0,0,26.55,S,Mr,C,1,1,1,1,26.55
713,1,1,male,48.0,1,0,52.0,S,Mr,C,1,2,0,2,26.0
714,0,3,male,29.0,0,0,9.4833,S,Mr,Unknown,0,1,1,1,9.4833
715,0,2,male,52.0,0,0,13.0,S,Mr,Unknown,0,1,1,2,6.5
716,0,3,male,19.0,0,0,7.65,S,Mr,F,1,1,1,1,7.65
718,1,2,female,27.0,0,0,10.5,S,Miss,E,1,1,1,1,10.5
719,0,3,male,26.0,0,0,15.5,Q,Mr,Unknown,0,1,1,1,15.5
720,0,3,male,33.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
721,1,2,female,6.0,0,1,33.0,S,Miss,Unknown,0,2,0,3,11.0
722,0,3,male,17.0,1,0,7.0542,S,Mr,Unknown,0,2,0,1,7.0542
723,0,2,male,34.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
724,0,2,male,50.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
725,1,1,male,27.0,1,0,53.1,S,Mr,E,1,2,0,2,26.55
726,0,3,male,20.0,0,0,8.6625,S,Mr,Unknown,0,1,1,1,8.6625
727,1,2,female,30.0,3,0,21.0,S,Mrs,Unknown,0,4,0,2,10.5
728,1,3,female,18.0,0,0,7.7375,Q,Miss,Unknown,0,1,1,1,7.7375
729,0,2,male,25.0,1,0,26.0,S,Mr,Unknown,0,2,0,1,26.0
730,0,3,female,25.0,1,0,7.925,S,Miss,Unknown,0,2,0,1,7.925
732,0,3,male,11.0,0,0,18.7875,C,Mr,Unknown,0,1,1,2,9.39375
733,0,2,male,31.0,0,0,0.0,S,Mr,Unknown,0,1,1,1,0.0
734,0,2,male,23.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
735,0,2,male,23.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
736,0,3,male,28.5,0,0,16.1,S,Mr,Unknown,0,1,1,2,8.05
737,0,3,female,48.0,1,3,34.375,S,Mrs,Unknown,0,5,0,4,8.59375
739,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
740,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
741,1,1,male,40.0,0,0,30.0,S,Mr,D,1,1,1,1,30.0
742,0,1,male,36.0,1,0,78.85,S,Mr,C,1,2,0,2,39.425
744,0,3,male,24.0,1,0,16.1,S,Mr,Unknown,0,2,0,1,16.1
745,1,3,male,31.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
746,0,1,male,70.0,1,1,71.0,S,Rare,B,1,3,0,2,35.5
747,0,3,male,16.0,1,1,20.25,S,Mr,Unknown,0,3,0,2,10.125
748,1,2,female,30.0,0,0,13.0,S,Miss,Unknown,0,1,1,1,13.0
749,0,1,male,19.0,1,0,53.1,S,Mr,D,1,2,0,1,53.1
750,0,3,male,31.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
751,1,2,female,4.0,1,1,23.0,S,Miss,Unknown,0,3,0,1,23.0
752,1,3,male,6.0,0,1,12.475,S,Master,E,1,2,0,2,6.2375
753,0,3,male,33.0,0,0,9.5,S,Mr,Unknown,0,1,1,1,9.5
754,0,3,male,23.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
755,1,2,female,48.0,1,2,65.0,S,Mrs,Unknown,0,4,0,2,32.5
756,1,2,male,0.67,1,1,14.5,S,Master,Unknown,0,3,0,2,7.25
757,0,3,male,28.0,0,0,7.7958,S,Mr,Unknown,0,1,1,1,7.7958
758,0,2,male,18.0,0,0,11.5,S,Mr,Unknown,0,1,1,1,11.5
759,0,3,male,34.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
760,1,1,female,33.0,0,0,86.5,S,Rare,B,1,1,1,3,28.833333333333332
761,0,3,male,26.0,0,0,14.5,S,Mr,Unknown,0,1,1,2,7.25
762,0,3,male,41.0,0,0,7.125,S,Mr,Unknown,0,1,1,1,7.125
763,1,3,male,20.0,0,0,7.2292,C,Mr,Unknown,0,1,1,1,7.2292
765,0,3,male,16.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
766,1,1,female,51.0,1,0,77.9583,S,Mrs,D,1,2,0,3,25.986099999999997
767,0,1,male,49.0,0,0,39.6,C,Rare,Unknown,0,1,1,1,39.6
768,0,3,female,30.5,0,0,7.75,Q,Miss,Unknown,0,1,1,1,7.75
769,0,3,male,26.0,1,0,24.15,Q,Mr,Unknown,0,2,0,3,8.049999999999999
770,0,3,male,32.0,0,0,8.3625,S,Mr,Unknown,0,1,1,1,8.3625
771,0,3,male,24.0,0,0,9.5,S,Mr,Unknown,0,1,1,1,9.5
772,0,3,male,48.0,0,0,7.8542,S,Mr,Unknown,0,1,1,1,7.8542
773,0,2,female,57.0,0,0,10.5,S,Mrs,E,1,1,1,2,5.25
774,0,3,male,26.0,0,0,7.225,C,Mr,Unknown,0,1,1,1,7.225
775,1,2,female,54.0,1,3,23.0,S,Mrs,Unknown,0,5,0,1,23.0
776,0,3,male,18.0,0,0,7.75,S,Mr,Unknown,0,1,1,1,7.75
777,0,3,male,26.0,0,0,7.75,Q,Mr,F,1,1,1,1,7.75
778,1,3,female,5.0,0,0,12.475,S,Miss,Unknown,0,1,1,2,6.2375
779,0,3,male,26.0,0,0,7.7375,Q,Mr,Unknown,0,1,1,1,7.7375
781,1,3,female,13.0,0,0,7.2292,C,Miss,Unknown,0,1,1,1,7.2292
782,1,1,female,17.0,1,0,57.0,S,Mrs,B,1,2,0,2,28.5
783,0,1,male,29.0,0,0,30.0,S,Mr,D,1,1,1,1,30.0
784,0,3,male,26.0,1,2,23.45,S,Mr,Unknown,0,4,0,2,11.725
785,0,3,male,25.0,0,0,7.05,S,Mr,Unknown,0,1,1,1,7.05
786,0,3,male,25.0,0,0,7.25,S,Mr,Unknown,0,1,1,1,7.25
787,1,3,female,18.0,0,0,7.4958,S,Miss,Unknown,0,1,1,1,7.4958
788,0,3,male,8.0,4,1,29.125,Q,Master,Unknown,0,6,0,5,5.825
789,1,3,male,1.0,1,2,20.575,S,Master,Unknown,0,4,0,2,10.2875
790,0,1,male,46.0,0,0,79.2,C,Mr,B,1,1,1,2,39.6
791,0,3,male,26.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
792,0,2,male,16.0,0,0,26.0,S,Mr,Unknown,0,1,1,2,13.0
793,0,3,female,18.0,8,2,69.55,S,Miss,Unknown,0,11,0,7,9.935714285714285
794,0,1,male,40.0,0,0,30.6958,C,Mr,Unknown,0,1,1,1,30.6958
795,0,3,male,25.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
796,0,2,male,39.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
797,1,1,female,49.0,0,0,25.9292,S,Rare,D,1,1,1,1,25.9292
798,1,3,female,31.0,0,0,8.6833,S,Mrs,Unknown,0,1,1,1,8.6833
799,0,3,male,30.0,0,0,7.2292,C,Mr,Unknown,0,1,1,1,7.2292
800,0,3,female,30.0,1,1,24.15,S,Mrs,Unknown,0,3,0,3,8.049999999999999
801,0,2,male,34.0,0,0,13.0,S,Mr,Unknown,0,1,1,2,6.5
802,1,2,female,31.0,1,1,26.25,S,Mrs,Unknown,0,3,0,3,8.75
804,1,3,male,0.42,0,1,8.5167,C,Master,Unknown,0,2,0,1,8.5167
805,1,3,male,27.0,0,0,6.975,S,Mr,Unknown,0,1,1,1,6.975
806,0,3,male,31.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
807,0,1,male,39.0,0,0,0.0,S,Mr,A,1,1,1,1,0.0
808,0,3,female,18.0,0,0,7.775,S,Miss,Unknown,0,1,1,1,7.775
809,0,2,male,39.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
810,1,1,female,33.0,1,0,53.1,S,Mrs,E,1,2,0,2,26.55
811,0,3,male,26.0,0,0,7.8875,S,Mr,Unknown,0,1,1,1,7.8875
812,0,3,male,39.0,0,0,24.15,S,Mr,Unknown,0,1,1,2,12.075
813,0,2,male,35.0,0,0,10.5,S,Mr,Unknown,0,1,1,1,10.5
814,0,3,female,6.0,4,2,31.275,S,Miss,Unknown,0,7,0,7,4.4678571428571425
815,0,3,male,30.5,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
816,0,1,male,40.0,0,0,0.0,S,Mr,B,1,1,1,1,0.0
817,0,3,female,23.0,0,0,7.925,S,Miss,Unknown,0,1,1,1,7.925
818,0,2,male,31.0,1,1,37.0042,C,Mr,Unknown,0,3,0,2,18.5021
819,0,3,male,43.0,0,0,6.45,S,Mr,Unknown,0,1,1,1,6.45
820,0,3,male,10.0,3,2,27.9,S,Master,Unknown,0,6,0,6,4.6499999999999995
821,1,1,female,52.0,1,1,93.5,S,Mrs,B,1,3,0,2,46.75
822,1,3,male,27.0,0,0,8.6625,S,Mr,Unknown,0,1,1,1,8.6625
823,0,1,male,38.0,0,0,0.0,S,Rare,Unknown,0,1,1,1,0.0
824,1,3,female,27.0,0,1,12.475,S,Mrs,E,1,2,0,2,6.2375
825,0,3,male,2.0,4,1,39.6875,S,Master,Unknown,0,6,0,6,6.614583333333333
826,0,3,male,26.0,0,0,6.95,Q,Mr,Unknown,0,1,1,1,6.95
827,0,3,male,26.0,0,0,56.4958,S,Mr,Unknown,0,1,1,7,8.070828571428573
828,1,2,male,1.0,0,2,37.0042,C,Master,Unknown,0,3,0,2,18.5021
829,1,3,male,26.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
830,1,1,female,62.0,0,0,80.0,S,Mrs,B,1,1,1,2,40.0
831,1,3,female,15.0,1,0,14.4542,C,Mrs,Unknown,0,2,0,2,7.2271
832,1,2,male,0.83,1,1,18.75,S,Master,Unknown,0,3,0,3,6.25
833,0,3,male,26.0,0,0,7.2292,C,Mr,Unknown,0,1,1,1,7.2292
834,0,3,male,23.0,0,0,7.8542,S,Mr,Unknown,0,1,1,1,7.8542
835,0,3,male,18.0,0,0,8.3,S,Mr,Unknown,0,1,1,1,8.3
836,1,1,female,39.0,1,1,83.1583,C,Miss,E,1,3,0,1,83.1583
837,0,3,male,21.0,0,0,8.6625,S,Mr,Unknown,0,1,1,1,8.6625
838,0,3,male,26.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
839,1,3,male,32.0,0,0,56.4958,S,Mr,Unknown,0,1,1,7,8.070828571428573
840,1,1,male,40.0,0,0,29.7,C,Mr,C,1,1,1,1,29.7
841,0,3,male,20.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
842,0,2,male,16.0,0,0,10.5,S,Mr,Unknown,0,1,1,2,5.25
843,1,1,female,30.0,0,0,31.0,C,Miss,Unknown,0,1,1,2,15.5
844,0,3,male,34.5,0,0,6.4375,C,Mr,Unknown,0,1,1,1,6.4375
845,0,3,male,17.0,0,0,8.6625,S,Mr,Unknown,0,1,1,1,8.6625
846,0,3,male,42.0,0,0,7.55,S,Mr,Unknown,0,1,1,1,7.55
847,0,3,male,26.0,8,2,69.55,S,Mr,Unknown,0,11,0,7,9.935714285714285
848,0,3,male,35.0,0,0,7.8958,C,Mr,Unknown,0,1,1,1,7.8958
849,0,2,male,28.0,0,1,33.0,S,Rare,Unknown,0,2,0,3,11.0
850,1,1,female,40.0,1,0,89.1042,C,Mrs,C,1,2,0,2,44.5521
851,0,3,male,4.0,4,2,31.275,S,Master,Unknown,0,7,0,7,4.4678571428571425
852,0,3,male,74.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
853,0,3,female,9.0,1,1,15.2458,C,Miss,Unknown,0,3,0,2,7.6229
854,1,1,female,16.0,0,1,39.4,S,Miss,D,1,2,0,1,39.4
855,0,2,female,44.0,1,0,26.0,S,Mrs,Unknown,0,2,0,2,13.0
856,1,3,female,18.0,0,1,9.35,S,Mrs,Unknown,0,2,0,1,9.35
858,1,1,male,51.0,0,0,26.55,S,Mr,E,1,1,1,1,26.55
859,1,3,female,24.0,0,3,19.2583,C,Mrs,Unknown,0,4,0,4,4.814575
860,0,3,male,26.0,0,0,7.2292,C,Mr,Unknown,0,1,1,1,7.2292
861,0,3,male,41.0,2,0,14.1083,S,Mr,Unknown,0,3,0,1,14.1083
862,0,2,male,21.0,1,0,11.5,S,Mr,Unknown,0,2,0,1,11.5
863,1,1,female,48.0,0,0,25.9292,S,Mrs,D,1,1,1,1,25.9292
864,0,3,female,18.0,8,2,69.55,S,Miss,Unknown,0,11,0,7,9.935714285714285
865,0,2,male,24.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
866,1,2,female,42.0,0,0,13.0,S,Mrs,Unknown,0,1,1,1,13.0
867,1,2,female,27.0,1,0,13.8583,C,Miss,Unknown,0,2,0,1,13.8583
868,0,1,male,31.0,0,0,50.4958,S,Mr,A,1,1,1,1,50.4958
869,0,3,male,26.0,0,0,9.5,S,Mr,Unknown,0,1,1,1,9.5
870,1,3,male,4.0,1,1,11.1333,S,Master,Unknown,0,3,0,3,3.7111
871,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
872,1,1,female,47.0,1,1,52.5542,S,Mrs,D,1,3,0,2,26.2771
873,0,1,male,33.0,0,0,5.0,S,Mr,B,1,1,1,1,5.0
874,0,3,male,47.0,0,0,9.0,S,Mr,Unknown,0,1,1,1,9.0
875,1,2,female,28.0,1,0,24.0,C,Mrs,Unknown,0,2,0,2,12.0
876,1,3,female,15.0,0,0,7.225,C,Miss,Unknown,0,1,1,1,7.225
877,0,3,male,20.0,0,0,9.8458,S,Mr,Unknown,0,1,1,2,4.9229
878,0,3,male,19.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
879,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
880,1,1,female,56.0,0,1,83.1583,C,Mrs,C,1,2,0,2,41.57915
881,1,2,female,25.0,0,1,26.0,S,Mrs,Unknown,0,2,0,2,13.0
882,0,3,male,33.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
883,0,3,female,22.0,0,0,10.5167,S,Miss,Unknown,0,1,1,1,10.5167
884,0,2,male,28.0,0,0,10.5,S,Mr,Unknown,0,1,1,1,10.5
885,0,3,male,25.0,0,0,7.05,S,Mr,Unknown,0,1,1,1,7.05
886,0,3,female,39.0,0,5,29.125,Q,Mrs,Unknown,0,6,0,5,5.825
887,0,2,male,27.0,0,0,13.0,S,Rare,Unknown,0,1,1,1,13.0
888,1,1,female,19.0,0,0,30.0,S,Miss,B,1,1,1,1,30.0
889,0,3,female,18.0,1,2,23.45,S,Miss,Unknown,0,4,0,2,11.725
890,1,1,male,26.0,0,0,30.0,C,Mr,C,1,1,1,1,30.0
891,0,3,male,32.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
